School,School,State,join_id,operation_dates,religions_identified,tribes_identified,DOI deceased,WP deceased,DOI burial sites,WP burial sites,other_names,Latitude,Longitude,Verified
Pawnee Boarding and Training School,[Pawnee Boarding and Training School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Pawnee_Boarding_and_Training_School),OK,325,1878 - 1958,,"Arikara, Arickaree, Arikaree; Caddo; Cherokee; Choctaw; Iowa, Ioway, Bah-Kho-Je, Baxoje; Kaw, Kansa, Kanza, Kanzas, Kansas; Kickapoo, Kiikaapoa, Kiikaapoi; Kiowa; Klamath; Otoe; Pawnee; Peoria; Pima; Ponca; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Sac and Fox; Shawnee; Tonkawa, Oklahoma; Yuchi, Euchee",0,11,,,Pawnee Indian Agency; Pawnee Indian School and Pawnee Indian Boarding School,36.341777,-96.790236,TRUE
Menominee Boarding School,[Menominee Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WI/Menominee_Boarding_School),WI,422,1876 - 1938,Catholic,"Menominee, Menomini, Mamaceqtaw; Oneida; Oneida, Wisconsin; Potawatomi, Potawatomie, Pottawatomie, Potowatomi",0,11,,,"Green Bay Boarding School; Keshena School; Keshema; Menomonee Industrial School;
Keshena Boarding School",44.88119959,-88.62963761,TRUE
Wittenberg Indian School,[Wittenberg Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WI/Wittenberg_Indian_School),WI,427,1883 - 1955,Norwegian Synod of the Evangelical Lutheran Church,"Mamaceqtaw; Oneida; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Sioux;",0,11,,1 offsite,Bethany Indian Mission and Industrial School; Eland Junction; Wittenberg Academy,44.82752377,-89.1785985,TRUE
Tucson Indian Training School,[Tucson Indian Training School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/Tucson_Indian_Training_School),AZ,71,1888 - 1960,Presbyterian; Presbyterian Board of Home Missions,"Pima; Tohono O'odham, Papago",0,10,,,"Tucson Industrial Boarding School; Tucson Training and Industrial School; Tucson
Presbyterian School",32.229529 ; 32.179969,-110.963402 ; -110.983459,TRUE
Morris Industrial School for Indians,[Morris Industrial School for Indians](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MN/Morris_Industrial_School_for_Indians),MN,160,1886 - Open,Sisters of Mercy,Rosebud Sioux; Sisseton Wahpeton Oyate Sioux; Turtle Mountain Band of Chippewa,1,10,,1 onsite,"Mission of Our Lady of the Sacred Heart Indian Industrial School; The School at Morris;
University of Minnesota Morris*",45.592284,-95.899683,TRUE
Fort Peck Agency Boarding School,[Fort Peck Agency Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Fort_Peck_Agency_Boarding_School),MT,181,1881 - 1936,Methodist Episcopal,"Assiniboine; Chippewa; Chippewa from Rocky Boys, Montana; Cree; Cree from Rocky Boys, Montana; Santee Sioux; Sioux; Sisseton Wahpeton Oyate Sioux; Turtle Mountain Band of Chippewa; Yankton Sioux, Yanktonai",3,10,,,Poplar Creek Boarding School,48.11542698,-105.1951954,TRUE
Quapaw Boarding School,[Quapaw Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Quapaw_Boarding_School),OK,308,1871 - 1900,Quaker,"Ottawa of Oklahoma; Ottawa, Odawa, Odaawaa; Peoria; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Quapaw; Shawnee",0,10,,,Industrial Boarding School; Quapaw Mission School; Quapaw Manual Labor School;,36.95241667,-94.79588889,FALSE
Pine Ridge Boarding School,[Pine Ridge Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Pine_Ridge_Boarding_School),SD,380,1883 - Open,,"Cherokee of Oklahoma, Cherokee Nation; Cheyenne River Sioux; Flandreau Santee Sioux; Oglala Sioux from Pine Ridge; Omaha; Oneida, Wisconsin; Rosebud Sioux; Seneca; Sioux; White Earth Band Chippewa; Yankton Sioux, Yanktonai",4,10,,,"Oglala Pine Ridge Boarding School; Oglala Indian Training School; Oglala Community
School; Ogalalla Boarding School; Pine Ridge School*",43.0214017,-102.5697766,TRUE
Chinle Boarding School,[Chinle Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/Chinle_Boarding_School),AZ,27,1910 - 1975 | 1976 - 2012,,"Navajo, Navaho, Dine",20,10,,1 offsite,Chinle School; Chin Lee; Many Farms Elementary School,36.153309,-109.553743,TRUE
Truxton Canyon School,[Truxton Canyon School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/Truxton_Canyon_School),AZ,67,1901 - 1937,,"Apache; Chemehuevi, Chimehuevi Pauite; Choctaw; Havasupai, Yava Supai; Hopi, Moqui Pueblo; Hualapai; Mohave, Mojave; Mono; Navajo, Navaho, Dine; Pima; Pueblo of Acoma, Haak'u; Salt River Pima; Tohono O'odham, Papago; Yavapai",9,9,,,Valentine Indian School; Truxton Canyon Boarding School; Truxton Canon Indian School,35.38663809,-113.6608072,TRUE
Ute Mountain Boarding School,[Ute Mountain Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/CO/Ute_Mountain_Boarding_School),CO,93,1907 - 1942,,"Apache; Navajo, Navaho, Dine; Paiute, Pi-Ute; Southern Ute; Ute; Ute Indian Tribe of the Uintah and Ouray; Ute Mountain Ute",9,9,,,Indian School; Ute Mountain Day School; Colorado - Ute Mountain; Ute,37.20062684,-108.7311008,TRUE
Blackfeet Agency Boarding and Day School,[Blackfeet Agency Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Blackfeet_Agency_Boarding_and_Day_School),MT,174,1883 - Open,,"Blackfeet, Blackfoot; Cree; Creek, Muscogee, Mvskoke; Kainah, Kainai, Akainiwa, Blood; Piegan, Peigan, Pikuni, Piikuni; Quapaw; Yakama, Yakima",2,9,,,"Cut Bank Boarding School; Cut Bank Creek Boarding and Day School; Blackfeet Boarding
Dormitory and School; Blackfeet Dormitory*",48.68278598,-112.969911,TRUE
Fort Belknap Boarding and Day School,[Fort Belknap Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Fort_Belknap_Boarding_and_Day_School),MT,180,1889 - 1934,,"Arapaho, Arapahoe; Assiniboine; Blackfeet, Blackfoot; Chippewa; Chippewa from Rocky Boys, Montana; Cree; Cree from Rocky Boys, Montana; Gros Ventre, Aaniiih; Rogue River Indians; Sioux; Tlingit, Tlinkit; Turtle Mountain Band of Chippewa",9,9,,1 offsite,Ft Belknap Industrial School,48.484,-108.768,TRUE
Santee Normal Training School,[Santee Normal Training School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NE/Santee_Normal_Training_School),NE,191,1870 - 1937,American Board of Commissioners for Foreign Missions (ABCFM); Congregational Church,Lower Brule Sioux; Santee Sioux,0,9,,1 offsite,"Congregational Church and Manse; Santee Training School; Dacotah Mission School; Dakota
Home; Pilgrim Congregational Church",42.838861,-97.850651,TRUE
Mescalero Boarding School,[Mescalero Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Mescalero_Boarding_School),NM,246,1884 - Open,Roman Catholic,Fort Sill Apache; Mescalero Apache,5,9,,,Mescalero Apache School*,33.156333 ; 33.22556967066805,-105.771382 ; -105.74262658606963,TRUE
Osage Boarding School,[Osage Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Osage_Boarding_School),OK,306,1872 - 1922,Quaker,Osage,0,9,,,,36.6708392,-96.3434514,APPROX
Spencer Academy,[Spencer Academy](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Spencer_Academy),OK,326,1843 - 1900,American Board of Commissioners for Foreign Missions (ABCFM); Board of Foreign Missions of the Presbyterian Church; Presbyterian,"Choctaw; Five Tribes, Five Civilized Tribes",4,9,1 onsite,,,34.14599887,-95.35795179,TRUE
Washita Boarding School,[Washita Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Washita_Boarding_School),OK,444,1871 - 1896,,Kiowa,9,9,,,Washita Kiowa Boarding School,,,
Colorado River Boarding School,[Colorado River Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/Colorado_River_Boarding_School),AZ,72,1879 - 1933,,"Chemehuevi from Colorado River; Chemehuevi, Chimehuevi Pauite; Cocopah, Kwapa; Mohave from Colorado River; Mohave, Mojave; Northern Paiute from Warm Springs; Pawnee; Pima; Tohono O'odham, Papago",8,8,,,Colorado River School; Colorado River Agency Boarding School; Parker Boarding School,34.02647222,-114.2261667,FALSE
St. Joseph's Mission School,[St. Joseph's Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/ID/St_Josephs_Mission_School),ID,113,1903 - 1968,Catholic,"Nez Perce, Idaho",0,8,,1 onsite,Slickpoo (St. Joseph),46.312984,-116.711102,TRUE
Osage Manual Labor School for Boys and Osage School for Girls,[Osage Manual Labor School for Boys and Osage School for Girls](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/KS/Osage_Manual_Labor_School_for_Boys_and_Osage_School_for_Girls),KS,123,1847 - 1891,Catholic; Jesuit; Sisters of Loretto,"Osage; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Quapaw",0,8,,,Osage Catholic Mission and Schools; St. Francis Institute; St. Ann's Academy; St. Paul,37.51527874,-95.16568695,TRUE
Toadlena Boarding School,[Toadlena Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Toadlena_Boarding_School),NM,232,1911 - Open,,"Navajo, Navaho, Dine",6,8,1 onsite,,Toadlena Day School; Toadlena Hospital; To'haali' Community School*,36.24011801,-108.8893112,TRUE
Jicarilla Apache Boarding School,[Jicarilla Apache Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Jicarilla_Apache_Boarding_School),NM,244,1903 - Open,,"Jicarilla Apache; Navajo, Navaho, Dine; Pueblo; Tohono O'odham, Papago",0,8,,,Apache Indian Boarding School; Jicarilla Indian School; Jicarilla Boarding School;,36.9486 ; 36.9161,-106.98886 ; -106.96595,TRUE
Absentee Shawnee Boarding School,[Absentee Shawnee Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Absentee_Shawnee_Boarding_School),OK,281,1872 - 1930,,Absentee-Shawnee; Shawnee,0,8,,,"Shawnee Boarding School; Shawnee Indian Training School; Shawnee School; Shawnee
Sanatorium",,,
White's Manual Labor Institute - Indiana,[White's Manual Labor Institute - Indiana](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/IN/Whites_Manual_Labor_Institute__Indiana),IN,117,1883 - 1895,Quaker,"Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Quapaw; Sac and Fox; Seneca; Shawnee",0,7,,1 onsite,White's Indiana Manual Labor Institute,40.74689663,-85.78071377,TRUE
New L'Arbre Croche Mission School,[New L'Arbre Croche Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MI/New_LArbre_Croche_Mission_School),MI,141,1829 - 1983,Catholic,"Chippewa; Menominee, Menomini, Mamaceqtaw; Ottawa, Odawa, Odaawaa; Potawatomi, Potawatomie, Pottawatomie, Potowatomi",0,7,,1 offsite,"Holy Childhood of Jesus Catholic Church and Indian School; Holy Child Harbor Springs
Boarding School; Holy Childhood of Jesus Church",45.429565,-84.990381,TRUE
Zuni Boarding School,[Zuni Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/Zuni_Boarding_School),AK,220,1896 - 1940,,"Pueblo of Zuni, Ashiwi",2,7,,,Zuni Training School; Zuni Indian School; Zuni Sanatorium; Blackrock Sanatorium School,35.087097,-108.79662,PARTIAL
Armstrong Academy,[Armstrong Academy](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Armstrong_Academy),OK,283,1845 - 1920,Presbyterian,Choctaw,0,7,1 onsite,,"Armstrong Male Orphan Academy; Armstrong Male Academy; Armstrong Orphan Asylum
for Females",34.0517127,-96.1082888,TRUE
Wheelock Academy,[Wheelock Academy](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Wheelock_Academy),OK,347,1832 - 1955,Presbyterian Board of Home Missions,"Chickasaw, Chikashsha; Choctaw; Choctaw of Oklahoma, Choctaw Nation; Creek, Muscogee, Mvskoke",1,7,1 onsite,,"Wheelock Female Indian Academy; Wheelock Orphan Academy; Wheelock Orphan School
(Boys and Girls); Choctaw Orphan School",33.988,-95.017,TRUE
Umatilla Boarding and Day School,[Umatilla Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OR/Umatilla_Boarding_and_Day_School),OR,350,1882 - 1918,Catholic,"Cayuse, Liksiyu; Umatilla; Walla Walla, Wallawalla from Umatilla",0,7,,,,45.67210171,-118.7862083,TRUE
Colville Mission Boarding School,[Colville Mission Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WA/Colville_Mission_Boarding_School),WA,412,1882 - 1906,Catholic; Jesuit; Sisters of Charity,Colville; Okanagan from Colville; San Poil from Colville,0,7,,,Colville Boys' School; Colville Girls School; Colville Industrial Boarding School,48.60655556,-118.0686944,FALSE
Oneida Boarding and Day School,[Oneida Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WI/Oneida_Boarding_and_Day_School),WI,423,1893 - 1919,,Oneida,2,7,,,,44.4982785,-88.19353724,TRUE
Southern Ute Boarding School (Ignacio),[Southern Ute Boarding School (Ignacio)](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/CO/Southern_Ute_Boarding_School_Ignacio),CO,90,1902 - 1981,,"Navajo, Navaho, Dine; Pueblo; Sioux; Ute",0,6,,,"Ignacio Indian Boarding School; Consolidated Ute - Ignacio; Ignacia; Ute Vocational;
Southern Ute School; Southern Ute Agency Boarding School",37.132392,-107.635138,TRUE
St. Rose/St. Francis Xavier School,[St. Rose/St. Francis Xavier School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MN/St_RoseSt_Francis_Xavier_School),MN,150,1884 - 1910,Sisters of the Holy Child Jesus,Chippewa; Sioux,0,6,1 offsite,,"Academy of St. Rose; St. Bernard's Hall; Holy Child Academy; Avoca Boarding School; St.
Francis Zavier School",,,
Holy Family Mission and School,[Holy Family Mission and School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Holy_Family_Mission_and_School),MT,175,1890 - 1940,Jesuit; Roman Catholic,"Blackfeet, Blackfoot; Piegan, Peigan, Pikuni, Piikuni",0,6,1 onsite,,"Holy Family Catholic; Blackfeet Mission School; Holy Family Industrial School; Holy Family
Boarding School",48.481344,-112.743444,TRUE
Tohatchi Boarding and Day School,[Tohatchi Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NM/Tohatchi_Boarding_and_Day_School),NM,217,1894 - 1985,,"Navajo, Navaho, Dine",2,6,,1 offsite,Little Water School; Little Water Day School,35.85781666,-108.7636316,TRUE
Sequoyah Orphan Training School,[Sequoyah Orphan Training School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Sequoyah_Orphan_Training_School),OK,280,1871 - Open,,"Arapaho, Arapahoe; Cherokee; Chickasaw, Chikashsha; Choctaw; Comanche; Creek, Muscogee, Mvskoke; Delaware, Lenni Lenape; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Seminole",3,6,,,Sequoyah Vocational School; Sequoyah Indian School; Sequoyah Training,35.8480445,-95.0021075,TRUE
Eufaula Boarding School,[Eufaula Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Eufaula_Boarding_School),OK,313,1892 - Open,,"Cherokee of Oklahoma, Cherokee Nation; Chickasaw, Chikashsha; Choctaw; Choctaw of Oklahoma, Choctaw Nation; Creek, Muscogee, Mvskoke; Muscogee Creek of Oklahoma; Ottawa, Odawa, Odaawaa; Seminole, Oklahoma; Shawnee; Yuchi, Euchee",1,6,,,Eufala Dormitory*; National High School at Eufaula; Eufaula High School; Eufala School,35.2856339,-95.5958247,TRUE
Sac and Fox Indian Boarding School,[Sac and Fox Indian Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Sac_and_Fox_Indian_Boarding_School),OK,342,1872 - 1924,Quaker,"Ottawa, Odawa, Odaawaa; Sac and Fox",0,6,,,"San and Fox Mission School; Sac and Fox Manual Labor School; Sac and Fox Industrial and
Boarding; Sac and Fox of the Mississippi Government Boarding School",35.666559,-96.668143,TRUE
Neah Bay Boarding and Day School,[Neah Bay Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WA/Neah_Bay_Boarding_and_Day_School),WA,403,1865 - 1933,,"Cheyenne; Cheyenne Arapaho, Oklahoma; Hoh, Ho; Makah, Ozette Makah; Quileute",0,6,,,Neah Bay Industrial Boarding School,48.3660671,-124.5813516,FALSE
Fort Spokane Boarding School,[Fort Spokane Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WA/Fort_Spokane_Boarding_School),WA,415,1899 - 1914,,"Chewelah, Lower Spokane",6,6,,,Colville Boarding School; Spokane School; Fort Spokane Indian School; Colville Spokane Sanitorium,47.90595111,-118.3069407,TRUE
S'Kokomish Boarding and Day School,[S'Kokomish Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WA/SKokomish_Boarding_and_Day_School),WA,417,1866 - 1918,,"S'klallam, Klallam, Clallam; Skokomish; Squaxin Island, Squaxon",0,6,,,Skokomish School,47.201,-123.098,TRUE
Lac du Flambeau Boarding School,[Lac du Flambeau Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WI/Lac_du_Flambeau_Boarding_School),WI,421,1895 - 1932,,"Bad River Band, Lake Superior Chippewa, Odanah; Chippewa; Forest County Potawatomi; Lac du Flambeau Band, Lake Superior Chippewa; Menominee, Menomini, Mamaceqtaw; Ojibwe, Ojibwa, Saulteaux; Oneida; Oneida, Wisconsin; Ottawa, Odawa, Odaawaa; Potawatomi, Potawatomie, Pottawatomie, Potowatomi; Sioux; Sokaogon Chippewa, Wisconsin",6,6,,1 offsite,,45.97034867,-89.9034152,TRUE
San Carlos Boarding and Day School,[San Carlos Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AZ/San_Carlos_Boarding_and_Day_School),AZ,69,1880 - 1955,,"Apache; Mohave, Mojave; Navajo, Navaho, Dine; San Carlos Apache",4,5,,,San Carlos Agency Boarding School; San Carlos Day School; San Carlos Indian School,33.20378101,-110.4302385,PARTIAL
St. Mary's Training School for Boys,[St. Mary's Training School for Boys](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/IL/St_Marys_Training_School_for_Boys),IL,115,1883 - Open,Catholic,Standing Rock Sioux,0,5,,1 onsite,Feehanville School; Maryville Academy*,42.06875,-87.89886111,TRUE
Shawnee Methodist Mission and Indian Manual Labor School,[Shawnee Methodist Mission and Indian Manual Labor School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/KS/Shawnee_Methodist_Mission_and_Indian_Manual_Labor_School),KS,124,1839 - 1862,Methodist; Methodist Episcopal,"Delaware, Lenni Lenape; Shawnee",0,5,,,Ft. Leavenworth School; Shawnee Indian Mission State Historic Site,39.03274029,-94.6247362,TRUE
Red Lake Boarding and Day School,[Red Lake Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MN/Red_Lake_Boarding_and_Day_School),MN,152,1877 - 1935,,"Chippewa; Cree; Red Lake Band of Chippewa, Minnesota; Sioux; White Earth Band Chippewa",5,5,,,,47.87556,-95.01086,TRUE
Pyramid Lake Boarding and Day School,[Pyramid Lake Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/NV/Pyramid_Lake_Boarding_and_Day_School),NV,200,1878 - Open,,"Alaskan; Cayuse, Liksiyu; Hupa, Hoopa; Klamath; Nooksack; Paiute Shoshone; Paiute, Pi-Ute; Puyallup; Pyramid Lake Paiute; Shoshone, Shoshoni, Snake; Washoe, Washo",0,5,,,Pyramid Lake Sanatorium; Nevada Day School; Nevada Agency Training School; Pyramid Lake Highschool,39.82456635,-119.3702887,TRUE
Otoe Boarding School,[Otoe Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Otoe_Boarding_School),OK,339,1880 - 1919,Quaker,Otoe,1,5,,,Oto Boarding School; Otoe Missouria Indian Mission School,36.490537,-97.075468,TRUE
Red Cloud Indian School,[Red Cloud Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Red_Cloud_Indian_School),SD,381,1888 - Open,Catholic; Jesuit,Lakota; Oglala Sioux from Pine Ridge,0,5,3 onsite,,Holy Rosary Mission; Holy Rosary Mission Boarding School; Holy Rosary Mission School,43.07827274,-102.5863063,TRUE
Woody Island Mission and Orphanage,[Woody Island Mission and Orphanage](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/AK/Woody_Island_Mission_and_Orphanage),AK,3,1893 - 1937 | 1937 - 1939,Baptist,Alaskan,0,5,,"1 offsite, 1 onsite",Woody Island Mission and Orphanage,57.794,-152.395,TRUE
Lower Brule Industrial Boarding School,[Lower Brule Industrial Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Lower_Brule_Industrial_Boarding_School),SD,376,1882 - 1895 | 1895 - Open,,Lower Brule Sioux,0,5,,,Lower Brule Boarding and Day School; Lower Brule Day School; Lower Brule Schools; Lower Brule Elementary School*; Lower Brule Jr. High*; Lower Brule High School*,44.086249,-99.594889,TRUE
Perris Indian School,[Perris Indian School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/CA/Perris_Indian_School),CA,77,1891 - 1904,,"Mission Indians, California",0,4,,1 onsite,,33.837567,-117.226506,TRUE
Nez Perce Boarding School,[Nez Perce Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/ID/Nez_Perce_Boarding_School),ID,109,1868 - 1892,Presbyterian,"Nez Perce, Idaho",0,4,1 onsite,,yet identified,46.45110349,-116.8147678,TRUE
Kickapoo Boarding School,[Kickapoo Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/KS/Kickapoo_Boarding_School),KS,130,1871 - 1931,Board of Foreign Missions of the Presbyterian Church; Religious Society of Friends,"Kickapoo, Kiikaapoa, Kiikaapoi; Potawatomi, Potawatomie, Pottawatomie, Potowatomi",1,4,,,Kickapoo Industrial School; Kickapoo Training School; Kickapoo Rising Mission School; Kickapoo Day School,39.693499,-95.623283,PARTIAL
St. John's Indian Industrial School,[St. John's Indian Industrial School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MN/St_Johns_Indian_Industrial_School),MN,155,1885 - 1896,Order of Saint Benedict,Chippewa,0,4,,1 onsite,St. John Abbey; College of St. John's; Saint John's University,45.58137557,-94.39423483,TRUE
Wapanucka Institute,[Wapanucka Institute](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Wapanucka_Institute),OK,300,1851 - 1910,Presbyterian,"Chickasaw, Chikashsha; Choctaw of Oklahoma, Choctaw Nation",0,4,,,"Wapanucka Academy; Allen Academy; Wahpanucka Institute; Chickasaw Rock Academy;
Wapanucka Female Manual Labour School; Rock Academy",34.4011894,-96.4708539,APPROX
Old Goodland Indian Orphanage,[Old Goodland Indian Orphanage](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Old_Goodland_Indian_Orphanage),OK,324,1848 - Open,Presbyterian,"Chickasaw, Chikashsha; Choctaw of Oklahoma, Choctaw Nation",0,4,,,Goodland Academy and Indian Orphanage; Old Goodland Indian Orphan Industrial School; Old Goodland Boarding School; Goodland Academy*,33.98044,-95.55746,TRUE
Tullahassee Boarding School,[Tullahassee Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Tullahassee_Boarding_School),OK,331,1846 - 1924,Presbyterian Mission Board,"Cherokee; Creek Freedmen; Creek, Muscogee, Mvskoke",0,4,,,"Tullahassee Mission School; Tullahassee Manual Labor School; Tallahasse Mission Boarding
for Freedmen; Presbyterian Manual Labor School",35.81142,-95.435966,APPROX
Euchee Boarding School,[Euchee Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/OK/Euchee_Boarding_School),OK,337,1894 - 1948,,"Cherokee; Chickasaw, Chikashsha; Choctaw; Creek, Muscogee, Mvskoke; Navajo, Navaho, Dine; Seminole; Seminole, Oklahoma; Yuchi, Euchee",1,4,,1 offsite,Yuchi Boarding School,35.99725505,-96.09772031,TRUE
Sisseton Agency Boarding and Day School,[Sisseton Agency Boarding and Day School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/SD/Sisseton_Agency_Boarding_and_Day_School),SD,367,1872 - 1920,,Sisseton Wahpeton Oyate Sioux,0,4,,,Sisseton Training School; Sisseton Industrial School; Sisseton Manual Labor Boarding School,45.66477778,-97.03591667,FALSE
Tulalip Mission School,[Tulalip Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WA/Tulalip_Mission_School),WA,407,1857 - 1902,Catholic,"Lummi; Muckleshoot; Port Madison, Suquamish; Skagit; Swinomish; Tulalip",0,4,,,"St. Anne's Catholic Mission School; Tulalip Mission School of Our Lady of Seven Dolors;
Tulalip Boarding School",,,
Wind River Boarding School,[Wind River Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/WY/Wind_River_Boarding_School),WY,434,1883 - Open,Episcopal,"Arapaho, Arapahoe; Cheyenne; Chippewa; Chippewa from Rocky Boys, Montana; Cree; Cree from Rocky Boys, Montana; Eastern Shoshone from Wind River, Wyoming; Northern Arapaho from Wind River, Wyoming; Northern Cheyenne, Montana; Shoshone, Shoshoni, Snake; Ute; Ute Indian Tribe of the Uintah and Ouray; White Earth Band Chippewa",4,4,,1 offsite,"Wind River Industrial Boarding School; Fort Washakie Boarding School; Shoshone Agency
Boarding School; Gravy High; Fort Washakie School District #21*; Shoshoni",42.98561319,-108.9121771,TRUE
Crow Agency Boarding School,[Crow Agency Boarding School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/MT/Crow_Agency_Boarding_School),MT,173,1873 - 1883 | 1883 - 1922,,"Crow, Absaroka",1,4,,,Crow Agency Public School; Crow Boarding School,45.60409329,-107.457892,TRUE
Winnebago Mission School,[Winnebago Mission School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/IA/Winnebago_Mission_School),IA,120,1835 - 1840 | 1842 - 1848,Presbyterian,"Ho-Chunk, Winnebago",4,4,,,Yellow River School; Turkey River School,43.1458081,-91.2018839,PARTIAL
"Kanakanak Hospital, Orphanage, and School","[Kanakanak Hospital, Orphanage, and School](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/KY/Kanakanak_Hospital_Orphanage_and_School)",AK,12,1910 - 1939,,Alaskan,3,3,,,,"59.000199163325185,",-158.5354939,TRUE
Iowa and Sac and Fox Indian Mission,[Iowa and Sac and Fox Indian Mission](https://github.com/washingtonpost/data-boarding-schools/tree/main/schools/KS/Iowa_and_Sac_and_Fox_Indian_Mission),KS,121,1846 - 1868,Presbyterian,"Iowa, Ioway, Bah-Kho-Je, Baxoje; Sac and Fox of Missouri in Kansas and Nebraska",0,3,,,"Iowa and Sac Mission; Orphan Indian Institute; Iowa, Sac, and Fox Presbyterian Mission;
Highland Presbyterian Mission",39.864,-95.229483,TRUE
